Departement,prev,Ammoniac (NH3),Demande chimique en oxygène (DCO),Demande biologique en oxygène (DBO5),Azote total (N),Benzo[a]pyrène (benzo[d - e - f]chrysène),Nickel et ses composés (Ni),Phosphore total (P),Zinc et ses composés (Zn),Di(2-éthylhexyle)phtalate (DEHP),Carbone organique total (COT),Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),CO2 Total d'origine non biomasse uniquement,Matières en suspension (MES),Diuron,Cuivre et ses composés (Cu),Chrome et ses composés (Cr),Mercure et ses composés (Hg),Plomb et ses composés (Pb),Benzo(b)fluoranthène,Arsenic et ses composés (As),CO2 Total (CO2 d'origine biomasse et non biomasse),Protoxyde d'azote (N2O),Poussières totales (TSP),1 - 2-dichloroéthane (DCE - chlorure d'éthylène),Composés organiques volatils non méthaniques (COVNM),CO2 Total d'origine biomasse uniquement,Méthane (CH4),Composés organohalogénés (AOX),Oxyde d'éthylène (oxiranne),Dichlorométhane (DCM - chlorure de méthylène),Vanadium et ses composés,Chlore et composés inorganiques (HCl),Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),Thallium et ses composés,1 - 4-dioxane,Cyanures (CN total),Benzo(k)fluoranthène,Benzène,Xylènes,Particules de taille inférieure à 10 µm (PM10),Tétrachlorure de carbone (TCM - tétrachlorométhane),Chrome hexavalent et ses composés,Sulfonate de PerFluoroOctane - SPFO (C8F17SO2X),Trichlorobenzènes (TCB),Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),Manganèse et ses composés (Mn),Cadmium et ses composés (Cd),Nonylphénols,Acide cyanhydrique (HCN),Hydrochlorofluorocarbures (HCFC),Aldéhyde formique (formaldéhyde),Antimoine et ses composés (Sb),Fluor et composés inorganiques (HF),Chlorure de vinyle (chloroéthylène - monochlorure de vinyle - CVM)),Hydroflurocarbures (HFC),Phénols (Ctotal),Perfluorocarbures (PFC),Aluminium et ses composés (Al),Monoxyde de carbone (CO),Cobalt et ses composés (Co),Lindane,Fluorures (F total),Trichloroéthylène (TRI),Hydrocarbures aromatiques polycycliques (HAP),Biphényles polychlorés (PCB),Chloroforme (trichlorométhane),Fer et ses composés (Fe),1 - 3-butadiène,Naphthalène,Chlorofluorocarbures (CFC),Tétrachloroéthylène (PER - perchloroéthylène),Titane et ses composés (Ti),Indeno(1 - 2 - 3-cd)pyrène,Méthanol (alcool méthylique),Toluène,Octylphénols,Sulfates,Hydrazine,Fluoranthène,Sulfure d'hydrogène (H2S),Chlorures (Cl total),Diphénylethers bromés,Halons,Hexachlorocyclohexane (HCH),Sulfure de carbone,Hexachlorobutadiène (HCBD),Hexafluorure de soufre (SF6),Chlorpyriphos,Hydrocarbures (C total),Acrylonitrile,Acétaldéhyde (aldéhyde acétique – éthanal),1 - 1 - 1-trichloroéthane (TCE),Aniline,Isoproturon,Benzène -  toluène -  éthylbenzène -  xylènes (BTEX),Etain et ses composés (Sn),Alachlore,Chlorométhane (chlorure de méthyle),Trifluorure d'azote (NF3),Hexabromobiphényle,Epichlorhydrine (1-chloro-2 - 3-époxypropane),Benzo(g - h - i)pérylène,Oxyde de propylène (1-2 époxypropane),Endosulfan,Hexachlorobenzène (HCB),Crésol (mélange d'isomères),Annee Polluants,Chloroalcanes (C10-13),Hydroxyde d'ammonium (NH4+),Tributylétain et composés,Chlordécone,Anthracène,1 - 1 - 2 - 2-tetrachloroéthane,Simazine,DDT total (y compris les métabolites DDD et DDE),Pentachlorobenzène,Atrazine,Isodrine,Pentachlorophénol (PCP),Endrine,Chlorfenvinphos,Dieldrine,Composés organostanniques (Sn),Toxaphène,Mirex,Aldrine,Triphénylétain et composés,PCBi : somme des 7 PCB indicateurs (PCB 28+PCB 52+PCB 101+PCB 118+PCB 138+PCB 153+PCB 180),Amiante,Sélénium,Ethylbenzène,Cluster
COTES-D'ARMOR,2.536005164007663,2438898.5714285714,6408000.0,4083214.285714286,127571.42857142857,0.0,319.14285714285717,67525.71428571429,173.42857142857142,0.0,7900.0,0.0,1140914.2857142857,572857.1428571428,0.0,121.14285714285714,109.0,10.857142857142858,4.542857142857143,0.0,0.0,2447714.285714286,3357.1428571428573,88571.42857142857,0.0,0.0,1318314.2857142857,0.0,0.0,0.0,5685.714285714285,0.3,0.0,0.0,0.6771428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22142857142857145,9012.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662857.1428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CREUSE,3.601031813869902,13628.57142857143,0.0,0.0,0.0,0.0,1044.0142857142857,1520.0,0.0,0.0,0.0,533571.4285714285,32828.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.171428571428572,32828.57142857143,0.0,0.0,0.0,17757.14285714286,0.0,122285.71428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.28571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.14285714285717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.5714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DEUX-SEVRES,2.68516100060885,471942.85714285716,4686571.428571428,2414171.4285714286,147742.85714285713,0.0,365.40000000000003,31378.571428571428,640.5714285714286,0.0,92700.0,1452428.5714285714,708785.7142857143,426571.4285714286,0.0,141.31428571428572,46.0,4.271428571428571,67.14285714285714,0.0,6.3999999999999995,752385.7142857143,0.0,24571.428571428572,0.0013889999999999998,639142.8571428572,43485.71428571428,763000.0,0.0,0.0,1847.143,0.47944285714285717,0.0,874285.7142857143,0.4242857142857143,0.0,0.0,0.0,4221.428571428572,1.7714285714285716,0.0,0.0,0.0,0.0,0.0,0.014714285714285713,0.0,0.3434285714285714,0.0,0.0,348.0,0.0,0.0,0.0,0.0,68.14285714285714,309.7285714285714,15.0,0.0,0.0,2.8628571428571425,0.0,722.8571428571429,0.0,0.0,0.0,0.0,2335.714285714286,0.0,649.1428571428571,0.0,0.0,0.0,0.0,0.0,1890.5714285714287,0.0,1855714.2857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.071428571428571,0.0,0
DORDOGNE,2.6607913694080203,79300.0,1187857.142857143,138414.2857142857,401157.14285714284,0.0,16.7,4908.571428571428,223.57142857142858,0.0,0.0,0.0,453385.71428571426,267285.71428571426,0.0,80.21428571428571,32.885714285714286,1.1428571428571428,14.042857142857143,0.0,0.0,495257.14285714284,0.0,42285.71428571428,0.0,851314.2857142857,41857.142857142855,4715428.571428572,1135.7142857142858,11.428571428571429,1056.5714285714287,0.0,0.0,78857.14285714286,0.0,0.0,0.0,0.0,0.0,0.0,20714.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8285714285714287,215.71428571428572,0.0,0.0,0.0,72.85714285714286,2041.4285714285713,0.0,21014.285714285714,107428.57142857143,0.0,0.00028571428571428574,0.0,0.0,0.0,0.0,1180.0985714285712,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,10685.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DOUBS,2.5513033275319055,52757.142857142855,785285.7142857143,274271.4285714286,109528.57142857143,0.0,172.1,44395.71428571428,2305.714285714286,19.385714285714283,0.0,280571.4285714286,935971.4285714285,0.0,0.0,987.1428571428571,57.57142857142857,2.205714285714286,111.0,0.0,11.971428571428572,995442.8571428572,2057.1428571428573,0.0,0.0,1621528.5714285714,59457.142857142855,983857.1428571428,178.57142857142858,0.0,2840.0,1.332857142857143,4785.714285714285,0.0,0.9171428571428571,0.0,0.0,0.0,0.0,0.05771428571428572,0.0,0.0,0.0,0.0,0.0,0.0,798.2857142857143,0.42864285714285716,1.5114285714285713,0.0,625.2428571428571,0.0,25.51428571428571,2854.285714285714,0.0,4348.857142857143,5.6571428571428575,0.0,0.0,0.0,0.0,0.0,2731.4285714285716,335.7142857142857,147.71428571428572,0.0,0.0008757142857142858,2672.8571428571427,0.0,0.0,0.3714285714285714,1465.7142857142858,0.0,0.0,0.0,0.0,0.019285714285714288,0.0,0.0,0.0,1111.4285714285713,0.0,0.0,0.0,0.0,69185.71428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.4571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DROME,2.69139496010488,132342.85714285713,2793857.1428571427,717700.0,42985.71428571428,0.02,123.77142857142857,33718.57142857143,913.7142857142857,0.0,236457.14285714287,0.0,213985.7142857143,0.0,0.4257142857142857,137.14285714285714,170.27142857142857,6.474285714285714,21.414285714285715,0.02142857142857143,31.44142857142857,265628.5714285714,0.0,0.0,0.0,313285.71428571426,51642.857142857145,4452285.714285715,0.0,0.0,2982.8571428571427,0.0,0.0,101428.57142857143,0.0,0.0,0.0,0.0,0.0,0.2571428571428572,0.0,0.0,18.857142857142858,0.0,0.0,0.0,0.0,15.120000000000001,0.0,0.0,439.3142857142857,0.0,0.0,0.0,0.0,772.5714285714286,30.74285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1205.7142857142858,0.0,0.028571428571428574,45.68571428571429,512.8571428571429,0.0,0.0,57.142857142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2514.285714285714,0.0,0.0,0.0,0.0,0.41857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ESSONNE,2.725895306883807,13885.714285714286,1610857.142857143,785885.7142857143,236142.85714285713,0.0,0.0,21258.571428571428,19.428571428571427,0.0,102528.57142857143,133857.14285714287,463842.85714285716,0.0,0.0,0.0,0.0,4.5285714285714285,0.0,0.0,0.0,580485.7142857143,31371.428571428572,0.0,0.0,1100985.7142857143,179328.57142857142,1877285.7142857143,0.0,0.0,9922.857142857143,0.5714285714285714,0.0,482285.71428571426,0.5531428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.442857142857141,0.0,0.0,0.7999999999999999,0.0,1813.5285714285715,0.0,0.0,0.0,0.0,2144.5714285714284,0.0,9880.0,6238.571428571428,0.0,0.0,0.0,3154.285714285714,648.5714285714286,0.0,0.0,3648.5714285714284,17714.285714285714,0.0,0.0,0.0,642.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5930.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.7985714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EURE,2.855699145052386,113778.57142857143,974000.0,50814.28571428572,99571.42857142857,0.0,388.57142857142856,51702.857142857145,7937.285714285715,3.7142857142857144,236814.2857142857,718428.5714285715,62538500.0,49857.142857142855,0.0,4501.614285714286,803.5714285714286,2.9585714285714286,2604.9714285714285,0.0,0.0,62847928.571428575,6185.714285714285,133857.14285714287,1604.7285714285715,1023871.4285714285,309428.5714285714,740857.1428571428,1510.0,0.0,4707.142857142857,0.062285714285714285,0.0,659142.8571428572,0.10914285714285714,0.0,0.0,0.0,0.0,9.577428571428571,8728.57142857143,0.0,0.0,0.0,0.0,0.3514285714285714,0.0,26.571428571428573,41.42857142857143,0.0,2970.425714285714,268.57142857142856,0.0,0.0,0.0,64965.0,1979.9428571428573,0.0,164745.7142857143,0.0,5.242857142857143,0.0,0.0,1728.5714285714287,1.6142857142857143,1.2414285714285713,7.042861428571428,1155.7142857142858,0.0,1.6142857142857143,0.0,4935.714285714285,0.0,0.0,69285.71428571429,0.0,0.0,1691428.5714285714,0.0,0.0,0.0,942.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6947.142857142857,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.14285714285714,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7571428571428571,0.0,0.0,0.0,0
EURE-ET-LOIR,2.738385742326503,59971.42857142857,212000.0,0.0,0.0,4e-06,38.957142857142856,0.0,45.285714285714285,0.5157142857142857,0.0,0.0,247657.14285714287,0.0,0.0,0.0,0.0,2.3000000000000003,0.0,4.571428571428571e-06,3.142857142857143,326071.4285714286,6871.428571428572,94714.28571428571,4770.286314285714,357300.0,78257.14285714286,278714.28571428574,0.0,0.0,2125.714285714286,1.2857142857142858,0.0,216714.2857142857,0.3458571428571428,0.0,0.0,3.5714285714285718e-06,0.0,0.002428571428571429,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,1.4414285714285715,0.00032857142857142856,0.0,0.5714285714285714,0.0,0.0,0.0,685.7142857142857,50.42857142857143,0.0,0.0,0.0,2604285.714285714,0.7314285714285714,4.571428571428571e-06,0.0,1694.2857142857142,10.857142857142858,0.0,0.044528571428571424,0.0,0.0,0.0,0.0,332.85714285714283,0.0,3.5714285714285718e-06,0.0,0.0,0.00013714285714285713,0.0,0.0,0.37142857142857144,0.0,0.0,0.00041428571428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4642.857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FINISTERE,2.709504455919052,2983514.285714286,6141714.285714285,2840071.4285714286,188785.7142857143,0.0,81.89999999999999,129231.42857142857,3320.0,0.7171428571428571,24485.714285714286,0.0,845185.7142857143,545000.0,0.0,800.4714285714286,119.8,2.254285714285714,104.68571428571428,0.0,316.7285714285714,897514.2857142857,11742.857142857143,0.0,0.0,661828.5714285715,64500.0,0.0,4082.8571428571427,0.0,0.0,2.6242857142857146,0.0,54142.857142857145,0.32571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1442857142857143,0.0,0.03478442857142857,1001.8571428571429,4.3342857142857145,0.0,0.0,6216.400000000001,347.42857142857144,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,35.285714285714285,0.0,331.42857142857144,302.85714285714283,0.0,0.8642857142857142,0.0,1355.7142857142858,0.0,0.0,0.0,2908.5714285714284,0.0,0.0,1997.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2264.285714285714,0.0,0.0,4.428571428571429,0.0,0.0,50.41428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GERS,2.846755699089393,85557.14285714286,290428.5714285714,198471.42857142858,9157.142857142857,0.0,16.385714285714283,10138.57142857143,627.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0,258.57142857142856,17.571428571428573,0.0,40.5,0.0,0.7871428571428571,0.0,0.0,0.0,0.0,0.0,0.0,370000.0,0.0,0.0,0.0,0.0,0.0,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018571428571428573,0.0,0.0,243.70000000000002,0.0,0.0,0.0,0.0,611.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GIRONDE,2.6899403537417768,93842.85714285714,9979000.0,2457471.4285714286,2938114.285714286,0.038571428571428576,67.78571428571429,130357.14285714286,3468.0,90.53571428571429,391114.28571428574,2081142.857142857,684300.0,1416571.4285714286,0.23857142857142857,780.8142857142857,38.285714285714285,20.779999999999998,165.29999999999998,0.038571428571428576,30.142857142857142,1900642.857142857,278014.28571428574,110857.14285714286,0.0,1848771.4285714286,1216157.142857143,1732714.2857142857,14931.42857142857,0.0,8.742857142857144,21.162285714285712,18200.0,1955000.0,1.1285714285714286,0.0,163.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5978.571428571428,12.794857142857142,1.2843099999999998,0.0,466.9685714285714,0.0,2.4285714285714284,0.0,10.814285714285715,2190.8571428571427,796.4285714285714,0.0,4030.0,2642571.4285714286,288.34857142857146,0.0,15460.0,2281.4285714285716,2675.6142857142854,0.15342857142857144,0.0,21950.0,0.0,0.0,0.0,5067.142857142857,0.0,0.0,0.0,0.0,0.0,308571.4285714286,0.0,0.0,0.0,5908.571428571428,0.0,0.0,0.0,0.0,1.1528571428571428,516.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GUADELOUPE,2.6214031660760915,10.842857142857143,180000.0,87957.14285714286,0.0,0.0005714285714285715,1395.7142857142858,0.0,461.2857142857143,0.0,0.0,6215285.714285715,1470914.2857142857,0.0,0.0,0.0,0.0,0.6857142857142858,0.0,0.0005714285714285715,0.0,1566928.5714285714,48985.71428571428,116571.42857142857,0.5614285714285715,115042.85714285714,96357.14285714286,210142.85714285713,440.0,0.0,0.0,0.0,42742.857142857145,13732428.57142857,0.0,0.0,0.0,0.0,2307.1428571428573,0.0,136285.7142857143,0.0,0.0,0.0,0.0,0.0,0.0,14.051428571428572,0.0,0.0,0.0,0.0,48.57142857142857,0.0,0.0,0.0,7.557142857142857,0.0,600.0,1059857.142857143,53.142857142857146,0.0,0.0,0.0,8355.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.257142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GUYANE,2.2386168374816497,0.0,29571.428571428572,48214.28571428572,0.0,0.0,357.85714285714283,14285.714285714286,0.0,0.0,18642.85714285714,921857.1428571428,277185.71428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292057.14285714284,0.0,0.0,0.0,0.0,14871.42857142857,280000.0,0.0,0.0,0.0,46.285714285714285,516628.5714285714,2111714.285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.9714285714286,0.0,2.0,0.0,0.0,769.2857142857143,0.0,0.0,0.0,0.0,12.177142857142858,0.0,0.0,0.0,50.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HAUTE-CORSE,3.2888376205675627,7142.857142857143,0.0,0.0,0.0,0.0,376.62857142857143,0.0,0.0,0.0,0.0,435714.28571428574,241357.14285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241357.14285714287,0.0,0.0,0.0,18785.714285714286,0.0,105571.42857142857,0.0,0.0,0.0,2.085714285714286,0.0,3407000.0,0.0,0.0,0.0,0.0,0.0,0.0,44100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.842857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HAUTE-GARONNE,2.361857759090195,44742.857142857145,7825571.428571428,1147700.0,1748257.142857143,0.04857142857142858,635.2285714285715,154537.14285714287,9983.0,7.142857142857143,531000.0,439285.71428571426,2002028.5714285714,1409285.7142857143,1.1400000000000001,1756.4285714285713,557.0142857142857,120.08142857142857,684.7857142857143,0.04428571428571428,56.294285714285714,2974100.0,21985.714285714286,45285.71428571428,0.0,681957.1428571428,972571.4285714285,463142.85714285716,34264.28571428572,0.0,264.6142857142857,4.088571428571429,0.0,1999000.0,1.4664285714285712,0.0,62.285714285714285,0.0,2767.1428571428573,0.002428571428571429,0.0,0.0,68.71428571428571,0.0,0.0,1.73,814.4285714285714,159.6057142857143,2.13,88.71428571428571,447.40000000000003,0.0,4.642857142857143,0.0,0.0,1303.5714285714287,792.3142857142857,4245.714285714285,4825.714285714285,1078571.4285714286,19.928571428571427,0.0,4848.571428571428,0.0,125.85714285714286,0.35571428571428576,0.0,0.0,0.0,235.28571428571428,8.285714285714286,742.8571428571429,38.857142857142854,0.0,14285.714285714286,0.0,0.0,1284285.7142857143,39.42857142857143,0.0,4712.857142857143,2218.5714285714284,0.0,0.0,0.0,0.0,0.0,103.54285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HAUTE-LOIRE,3.104781327839238,14901.885714285714,488000.0,280614.28571428574,0.0,0.0,103.35714285714286,6830.0,28.857142857142858,0.0,0.0,0.0,13957.142857142857,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,13957.142857142857,0.0,0.0,0.0,1161757.142857143,0.0,979000.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003657142857142857,0.0,0.0,7.132857142857143,0.0,0.0,0.0,0.0,521.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5270.0,0.0,1522.857142857143,0.0,6114.285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
