Departement,prev,Ammoniac (NH3),Demande chimique en oxygène (DCO),Demande biologique en oxygène (DBO5),Azote total (N),Benzo[a]pyrène (benzo[d - e - f]chrysène),Nickel et ses composés (Ni),Phosphore total (P),Zinc et ses composés (Zn),Di(2-éthylhexyle)phtalate (DEHP),Carbone organique total (COT),Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),CO2 Total d'origine non biomasse uniquement,Matières en suspension (MES),Diuron,Cuivre et ses composés (Cu),Chrome et ses composés (Cr),Mercure et ses composés (Hg),Plomb et ses composés (Pb),Benzo(b)fluoranthène,Arsenic et ses composés (As),CO2 Total (CO2 d'origine biomasse et non biomasse),Protoxyde d'azote (N2O),Poussières totales (TSP),1 - 2-dichloroéthane (DCE - chlorure d'éthylène),Composés organiques volatils non méthaniques (COVNM),CO2 Total d'origine biomasse uniquement,Méthane (CH4),Composés organohalogénés (AOX),Oxyde d'éthylène (oxiranne),Dichlorométhane (DCM - chlorure de méthylène),Vanadium et ses composés,Chlore et composés inorganiques (HCl),Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),Thallium et ses composés,1 - 4-dioxane,Cyanures (CN total),Benzo(k)fluoranthène,Benzène,Xylènes,Particules de taille inférieure à 10 µm (PM10),Tétrachlorure de carbone (TCM - tétrachlorométhane),Chrome hexavalent et ses composés,Sulfonate de PerFluoroOctane - SPFO (C8F17SO2X),Trichlorobenzènes (TCB),Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),Manganèse et ses composés (Mn),Cadmium et ses composés (Cd),Nonylphénols,Acide cyanhydrique (HCN),Hydrochlorofluorocarbures (HCFC),Aldéhyde formique (formaldéhyde),Antimoine et ses composés (Sb),Fluor et composés inorganiques (HF),Chlorure de vinyle (chloroéthylène - monochlorure de vinyle - CVM)),Hydroflurocarbures (HFC),Phénols (Ctotal),Perfluorocarbures (PFC),Aluminium et ses composés (Al),Monoxyde de carbone (CO),Cobalt et ses composés (Co),Lindane,Fluorures (F total),Trichloroéthylène (TRI),Hydrocarbures aromatiques polycycliques (HAP),Biphényles polychlorés (PCB),Chloroforme (trichlorométhane),Fer et ses composés (Fe),1 - 3-butadiène,Naphthalène,Chlorofluorocarbures (CFC),Tétrachloroéthylène (PER - perchloroéthylène),Titane et ses composés (Ti),Indeno(1 - 2 - 3-cd)pyrène,Méthanol (alcool méthylique),Toluène,Octylphénols,Sulfates,Hydrazine,Fluoranthène,Sulfure d'hydrogène (H2S),Chlorures (Cl total),Diphénylethers bromés,Halons,Hexachlorocyclohexane (HCH),Sulfure de carbone,Hexachlorobutadiène (HCBD),Hexafluorure de soufre (SF6),Chlorpyriphos,Hydrocarbures (C total),Acrylonitrile,Acétaldéhyde (aldéhyde acétique – éthanal),1 - 1 - 1-trichloroéthane (TCE),Aniline,Isoproturon,Benzène -  toluène -  éthylbenzène -  xylènes (BTEX),Etain et ses composés (Sn),Alachlore,Chlorométhane (chlorure de méthyle),Trifluorure d'azote (NF3),Hexabromobiphényle,Epichlorhydrine (1-chloro-2 - 3-époxypropane),Benzo(g - h - i)pérylène,Oxyde de propylène (1-2 époxypropane),Endosulfan,Hexachlorobenzène (HCB),Crésol (mélange d'isomères),Annee Polluants,Chloroalcanes (C10-13),Hydroxyde d'ammonium (NH4+),Tributylétain et composés,Chlordécone,Anthracène,1 - 1 - 2 - 2-tetrachloroéthane,Simazine,DDT total (y compris les métabolites DDD et DDE),Pentachlorobenzène,Atrazine,Isodrine,Pentachlorophénol (PCP),Endrine,Chlorfenvinphos,Dieldrine,Composés organostanniques (Sn),Toxaphène,Mirex,Aldrine,Triphénylétain et composés,PCBi : somme des 7 PCB indicateurs (PCB 28+PCB 52+PCB 101+PCB 118+PCB 138+PCB 153+PCB 180),Amiante,Sélénium,Ethylbenzène,Cluster
MANCHE,2.8745686910566226,251716.57142857142,1918142.857142857,373028.5714285714,371000.0,0.0,183.74285714285716,23380.0,692.4285714285714,0.0,0.0,49000.0,135442.85714285713,106142.85714285714,0.0,28.857142857142858,0.0,1.5,7.885714285714286,0.0,10.084285714285715,146671.42857142858,95700.0,0.0,0.0,941071.4285714285,11228.57142857143,913428.5714285715,0.0,0.0,2738.5714285714284,0.0,0.0,85714.28571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4585714285714284,2.103,0.0,667.4285714285714,0.0,0.0,0.0,0.0,711.2857142857143,0.0,0.0,0.0,0.0,7.114285714285714,0.0,0.0,0.0,0.0,0.0,11.187857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061.4285714285716,0.0,0.0,0.0,0.0,0.0,121.0,0.0,3128.5714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MARNE,2.8301282203229934,178040.0,3624000.0,1021214.2857142857,302057.14285714284,0.0026714285714285716,1195.4714285714285,65347.142857142855,6903.714285714285,0.0,0.0,1300571.4285714286,1998085.7142857143,1361428.5714285714,0.0,1913.857142857143,775.842857142857,70.91999999999999,1117.2285714285715,0.0026428571428571434,236.50285714285715,2392157.1428571427,25228.571428571428,33000.0,0.0,1793528.5714285714,394228.5714285714,1796142.857142857,170.0,0.0,0.0,15.286714285714286,1471.4285714285713,2066857.142857143,2.666714285714286,0.0,0.0,0.0026714285714285716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41172.0,28.85571428571429,0.0,0.0,9.071428571428571,0.0,5.057142857142857,12168.57142857143,0.0,432.14285714285717,0.0,0.0,0.0,800285.7142857143,39.854285714285716,0.0,3395.714285714286,0.0,188.96571428571428,0.26157142857142857,0.0,387648.5714285714,0.0,137.42857142857142,239.14285714285714,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451.4285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18547.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,9071.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0
MARTINIQUE,2.395690578505392,24031.428571428572,869285.7142857143,195700.0,164285.7142857143,0.0,2319.8714285714286,3800.0,147.28571428571428,0.0,0.0,6213142.857142857,1246842.857142857,311428.5714285714,0.0,7.571428571428571,0.0,0.0,3.5714285714285716,0.0,0.0,1291957.142857143,120814.28571428571,2233142.8571428573,0.0,441914.28571428574,51685.71428571428,898571.4285714285,0.0,0.0,0.0,101.18571428571428,0.0,16628285.714285715,0.0,0.0,0.0,0.0,7270.0,0.0,408785.71428571426,0.0,0.0,0.0,0.0,2.4857142857142853,0.0,15.1,0.0,0.0,0.0,0.0,77.84285714285714,0.0,0.0,0.0,0.0,0.0,400.0,1273714.2857142857,909.8142857142858,0.0,0.0,0.0,5445.0,0.0,0.0,608.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MAYENNE,2.9348097245423364,182827.90285714288,2232285.714285714,1283028.5714285714,142371.42857142858,0.0,89.65714285714286,78788.57142857143,652.8571428571429,0.0,0.0,201142.85714285713,1189471.4285714286,0.0,0.0,70.27142857142857,0.0,48.542857142857144,63.57142857142857,0.0,0.0,1318171.4285714286,14357.142857142857,0.0,0.0,504985.71428571426,128771.42857142857,2176571.4285714286,0.0,0.0,0.0,34.80428571428571,18928.571428571428,1531428.5714285714,0.5242857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75714285714286,0.0,35.857142857142854,1.4328571428571428,0.0,421.7142857142857,190.32857142857142,0.0,128.52857142857144,0.0,0.0,176.42857142857142,0.0,0.0,0.0,0.0,1.8671428571428572,0.0,0.0,0.0,0.0,0.09357142857142857,1.9857142857142858,3342.8571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MAYOTTE,1.1731314661104204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51514.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51514.28571428572,0.0,0.0,0.0,54014.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248571.4285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8957142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MEUSE,3.0900386985779424,78900.0,1279000.0,101528.57142857143,0.0,5.039999999999999e-05,6.214285714285714,31308.571428571428,335.57142857142856,0.0,0.0,404000.0,784214.2857142857,0.0,0.0,119.87142857142858,0.0,2.3085714285714287,16.400000000000002,2.447142857142857e-05,10.585714285714285,792928.5714285715,0.0,251571.42857142858,1.0857142857142858e-05,253371.42857142858,8714.285714285714,308714.28571428574,1510.0,0.0,1632.857142857143,0.4228571428571429,0.0,704000.0,0.16915714285714284,0.0,0.0,0.0,151.42857142857142,1.7457142857142856,0.0,0.0,0.0,0.0,0.0,3.114285714285715e-05,0.0,2.0900000000000003,494.3085714285714,121.0,0.0,0.0,0.0,0.0,0.0,0.0,15.614285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.97142857142856,0.018571428571428572,0.0,10630.0,0.0,0.0,0.0,0.0,0.0,0.0,3257.1428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7271.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MORBIHAN,2.9919439414125315,1766773.7457142856,6061857.142857143,3779828.5714285714,220685.7142857143,0.0,105.17142857142858,84891.42857142857,455.85714285714283,0.0,0.0,22142.85714285714,82871.42857142857,89285.71428571429,0.0,17.285714285714285,42.871428571428574,0.0,90.14285714285714,0.0,2.5714285714285716,108757.14285714286,0.0,0.0,0.0,323214.28571428574,25828.571428571428,1305142.857142857,0.0,0.0,0.0,0.31714285714285717,0.0,0.0,0.32142857142857145,622.8571428571429,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012857142857142858,0.0,0.0012857142857142856,0.0,0.0,1559.642857142857,0.0,1.8857142857142857,0.0,0.0,117.14285714285714,0.0,0.0,0.0,0.0,1.8857142857142857,0.0,0.0,0.0,0.0,0.028571428571428574,0.0,5881.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.4285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NIEVRE,3.144131559289516,0.0,0.0,0.0,0.0,1.332857142857143e-05,1510.2,827.1428571428571,49.285714285714285,0.0,0.0,0.0,32000.0,0.0,0.0,19.571428571428573,355.11428571428576,0.0,0.0,6.614285714285714e-06,138.14285714285714,45200.0,6942.857142857143,0.0,0.0,38500.0,13185.714285714286,0.0,0.0,0.0,0.0,2.7014285714285715,0.0,0.0,0.23857142857142857,0.0,0.0,6.614285714285714e-06,0.0,0.0,0.0,0.0,25.428571428571427,0.0,0.0,0.0,205.85714285714286,0.0,0.0,0.0,0.0,0.0,2.1714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-06,372142.85714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ORNE,2.9882327819535672,1077217.7142857143,3310285.714285714,1344400.0,7400.0,0.10142857142857142,166.62857142857143,17842.85714285714,2302.285714285714,0.0,0.0,2542857.1428571427,108814.28571428571,220142.85714285713,0.0,114.14285714285714,32.91428571428572,0.0,14.114285714285714,0.10142857142857142,0.0,126042.85714285714,0.0,0.0,8.985714285714286,563900.0,17200.0,488142.85714285716,0.0,0.0,2485.585714285714,0.06785714285714285,0.0,4742857.142857143,0.0,0.0,0.0,0.10142857142857142,0.0,0.037142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,115.71428571428571,0.0,0.0,578571.4285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5071.428571428572,0.0,0.0,5.321,34485.71428571428,0.0,0.0,0.0,1784.2857142857142,0.0,0.10142857142857142,0.0,0.0,0.5714285714285714,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PARIS,2.5995634001282784,0.0,97428.57142857143,52171.42857142857,0.0,0.0,0.0,725.7142857142857,1016.0,0.42,0.0,365285.71428571426,423442.85714285716,0.0,0.0,0.0,0.0,0.2057142857142857,101.01428571428572,0.0,0.0,731300.0,15228.57142857143,0.0,0.0,0.0,307857.14285714284,0.0,0.0,0.0,0.0,0.0,0.0,399000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,29.142857142857142,9.008571428571429,0.0,0.0,55.714285714285715,0.0,9.457142857142857,0.0,0.0,1089.0,7.142857142857143,0.0,0.0,0.0,4.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PUY-DE-DOME,2.7294712379461936,218609.60714285713,1957714.2857142857,821714.2857142857,93014.28571428571,0.0,367.38571428571424,23208.571428571428,983.4285714285714,0.0,159000.0,1036428.5714285715,476771.4285714286,0.0,0.0,564.0,100.14285714285714,0.1742857142857143,8.957142857142857,0.0,28.262857142857143,514200.0,0.0,209714.2857142857,15.114285714285714,919957.1428571428,37485.71428571428,1931857.142857143,1887.142857142857,0.0,44308.55714285715,22.49285714285714,5385.714285714285,447285.71428571426,3.6357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.428571428571427,0.0,0.0,0.07585714285714286,59.714285714285715,7.442857142857143,2.442857142857143,0.0,38.51571428571429,9961.42857142857,3.8285714285714287,0.0,0.0,652.4285714285714,12122.142857142857,0.0,0.0,160000.0,5.055714285714286,0.0,7547.142857142857,2257.1428571428573,0.0,0.0,1.5714285714285714,15742.857142857143,0.0,0.0,35.142857142857146,8511.42857142857,0.0,0.0,11571.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3242.8571428571427,0.0,0.0,0.0,0.0,0.0,0.0,63.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PYRENEES-ORIENTALES,2.7606849107858977,1.5285714285714285,509857.14285714284,90942.85714285714,78400.0,0.0,0.0,63254.28571428572,573.1428571428571,0.0,85885.71428571429,0.0,98157.14285714286,0.0,0.0,168.0,0.0,318.7142857142857,0.0,0.02142857142857143,0.0,205657.14285714287,0.0,0.0,0.0,0.0,107228.57142857143,229714.2857142857,2348.5714285714284,0.0,0.0,0.0,0.0,93000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SARTHE,2.9493646291419537,258628.57142857142,6110857.142857143,1986757.142857143,243385.7142857143,0.04828571428571428,98.64285714285714,28834.285714285714,2292.8571428571427,1.8571428571428572,296571.4285714286,0.0,454400.0,1367857.142857143,0.18571428571428572,1365.8857142857144,93.98571428571428,0.8071428571428572,107.74285714285715,0.05071428571428571,9.271428571428572,477900.0,0.0,0.0,0.0,385785.71428571426,23385.714285714286,766857.1428571428,951.4285714285714,0.0,29967.485714285714,0.9857142857142858,0.0,85000.0,0.0,0.0,18.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142858e-05,3352.714285714286,31.838428571428572,0.18571428571428572,0.0,784.1542857142857,1528.5714285714287,1.6714285714285713,0.0,0.0,1579.5714285714287,640.0428571428572,0.0,0.0,0.0,0.9914285714285714,0.0,0.0,10958.57142857143,0.0,0.42642857142857143,19.728571428571428,25494.285714285714,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.18571428571428572,0.0,0.0,0.0,0.0,882.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SAVOIE,2.76629400372772,23366.14285714286,2862571.4285714286,1131585.7142857143,509714.28571428574,0.0,1141.5714285714287,17345.714285714286,4992.571428571428,3.9271428571428575,0.0,2351714.285714286,768485.7142857143,433571.4285714286,0.0,209.64285714285714,1005.842857142857,14.942857142857141,2343.2714285714287,0.0,4.6000000000000005,1147300.0,1471.4285714285713,249857.14285714287,0.0,296357.14285714284,379257.14285714284,0.0,0.0,0.0,904.9,77.40228571428572,31957.14285714286,820285.7142857143,0.5797142857142858,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,27.071428571428573,0.21714285714285714,0.0,0.0,1761.4285714285713,16.747142857142858,0.5885728857142858,0.0,0.0,0.0,32.22857142857143,57600.0,0.0,703.1428571428571,53.48571428571429,3700.5714285714284,987.1428571428571,342142.85714285716,31.065714285714286,0.0,13654.285714285714,0.0,315.0857142857143,0.0,17.93585714285714,9175.714285714286,0.0,0.0,2267.714285714286,0.0,64.42857142857143,0.0,0.0,0.0,1.2000008185714286,0.0,0.0,1.0257142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.7142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4428571428571429,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOMME,2.6358171052092545,46345.857142857145,3451142.8571428573,386700.0,908828.5714285715,0.0,247.32857142857145,147455.7142857143,3850.0,0.0,0.0,524285.71428571426,1017300.0,0.0,0.0,925.4428571428572,356.42857142857144,29.06857142857143,123.60000000000001,0.0,0.0,1065357.142857143,14057.142857142857,0.0,0.0,619471.4285714285,48242.857142857145,3231285.714285714,0.0,0.0,0.0,1.0542857142857143,0.0,1240285.7142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.408571428571428,0.9871428571428572,0.0,431.2714285714286,0.0,2.2857142857142856,0.0,0.0,1033.857142857143,0.0,0.0,0.0,72142.85714285714,0.0,0.0,0.0,0.0,25.814285714285713,0.0,0.0,10814.285714285714,0.0,0.0,0.0,371.42857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07714285714285715,0.0,0.0,0.0,0
TARN,2.8793674590064176,98361.42857142857,1163000.0,565157.1428571428,41471.42857142857,0.0,21.714285714285715,17464.285714285714,148024.2857142857,0.0,20414.285714285714,279714.28571428574,118642.85714285714,0.0,0.0,0.0,318.57142857142856,0.0,252.57142857142858,0.0,39.028571428571425,184257.14285714287,0.0,0.0,0.0,157428.57142857142,65614.28571428571,1114571.4285714286,0.0,0.0,6.714285714285714,0.012742857142857143,0.0,261571.42857142858,0.010085714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.85714285714286,95.82857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TARN-ET-GARONNE,2.4994835790306467,12.299999999999999,51285.71428571428,106371.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28185.714285714286,0.0,0.0,0.0,0.0,21.957142857142856,0.0,0.0,0.0,54228.57142857143,0.0,0.0,0.0,0.0,26071.428571428572,1058571.4285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.85714285714286,0.0,2.7142857142857144,0.0,0.0,195.71428571428572,0.0,0.0,0.0,5642857.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.2714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TERRITOIRE-DE-BELFORT,3.189751458745694,1112.857142857143,469571.4285714286,161500.0,58785.71428571428,0.0,428.7285714285714,3197.1428571428573,478.14285714285717,0.0,0.0,0.0,44942.857142857145,0.0,0.0,304.85714285714283,129.0857142857143,3.994285714285714,34.55714285714286,0.0,78.2,65300.0,5171.428571428572,0.0,0.0,68000.0,20357.14285714286,0.0,0.0,0.0,0.0,0.34500738571428574,0.0,0.0,0.3,0.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.942857142857143,0.0,0.0,4.428571428571429,0.0,2.085714285714286,0.0,0.0,64.71428571428571,0.0,0.0,0.0,0.0,111.11428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
